./data/frame0.jpg,0.25
./data/frame1.jpg,0.25
./data/frame2.jpg,0.5
./data/frame3.jpg,0.75
./data/frame4.jpg,0.5
./data/frame5.jpg,1
./data/frame6.jpg,0.75
./data/frame7.jpg,0.75
./data/frame8.jpg,0.75
./data/frame9.jpg,0.75
./data/frame10.jpg,0.75
./data/frame11.jpg,0.25
./data/frame12.jpg,0.25
./data/frame13.jpg,0.25
./data/frame14.jpg,0.5
./data/frame15.jpg,0.75
./data/frame16.jpg,0.25
./data/frame17.jpg,0.25
./data/frame18.jpg,0.75
./data/frame19.jpg,0.75
./data/frame20.jpg,0.25
./data/frame21.jpg,1
./data/frame22.jpg,1
./data/frame23.jpg,0.75
./data/frame24.jpg,1
./data/frame25.jpg,0.5
./data/frame26.jpg,0.75
./data/frame27.jpg,0.5
./data/frame28.jpg,0.25
./data/frame29.jpg,0.25
./data/frame30.jpg,0.5
./data/frame31.jpg,0.5
./data/frame32.jpg,0.75
./data/frame33.jpg,0.25
./data/frame34.jpg,0.25
./data/frame35.jpg,0.25
./data/frame36.jpg,0.25
./data/frame37.jpg,0.25
./data/frame38.jpg,0.25
./data/frame39.jpg,0.25
./data/frame40.jpg,0.25
./data/frame41.jpg,0.5
./data/frame42.jpg,0.25
./data/frame43.jpg,0.25
./data/frame44.jpg,0.25
./data/frame45.jpg,0.25
./data/frame46.jpg,0.5
./data/frame47.jpg,0.25
./data/frame48.jpg,0.75
./data/frame49.jpg,0.5
./data/frame50.jpg,0.5
./data/frame51.jpg,0.75
./data/frame52.jpg,0.25
./data/frame53.jpg,0.25
./data/frame54.jpg,0.25
./data/frame55.jpg,0.25
./data/frame56.jpg,0.5
./data/frame57.jpg,0.25
./data/frame58.jpg,0.5
./data/frame59.jpg,0.75
./data/frame60.jpg,0.75
./data/frame61.jpg,0.75
./data/frame62.jpg,0.75
./data/frame63.jpg,0.75
./data/frame64.jpg,0.75
./data/frame65.jpg,0.75
./data/frame66.jpg,0.75
./data/frame67.jpg,0.75
./data/frame68.jpg,0.75
./data/frame69.jpg,0.75
./data/frame70.jpg,0.75
./data/frame71.jpg,0.75
./data/frame72.jpg,0.75
./data/frame73.jpg,0.75
./data/frame74.jpg,0.75
./data/frame75.jpg,0.75
./data/frame76.jpg,0.75
./data/frame77.jpg,0.75
./data/frame78.jpg,0.75
./data/frame79.jpg,0.75
./data/frame80.jpg,0.75
./data/frame81.jpg,0.75
./data/frame82.jpg,0.75
./data/frame83.jpg,0.75
./data/frame84.jpg,0.5
./data/frame85.jpg,0.5
./data/frame86.jpg,0.5
./data/frame87.jpg,0.5
./data/frame88.jpg,0.5
./data/frame89.jpg,0.5
./data/frame90.jpg,0.25
./data/frame91.jpg,0.25
./data/frame92.jpg,0.25
./data/frame93.jpg,0.25
./data/frame94.jpg,0.25
./data/frame95.jpg,0.0
./data/frame96.jpg,0.0
./data/frame97.jpg,0.0
./data/frame98.jpg,0.0
./data/frame99.jpg,-0.25
./data/frame100.jpg,-0.25
./data/frame101.jpg,-0.25
./data/frame102.jpg,-0.25
./data/frame103.jpg,-0.25
./data/frame104.jpg,-0.25
./data/frame105.jpg,-0.25
./data/frame106.jpg,-0.25
./data/frame107.jpg,-0.25
./data/frame108.jpg,-0.25
./data/frame109.jpg,-0.25
./data/frame110.jpg,-0.25
./data/frame111.jpg,-0.25
./data/frame112.jpg,-0.25
./data/frame113.jpg,-0.25
./data/frame114.jpg,-0.25
./data/frame115.jpg,-0.25
./data/frame116.jpg,-0.25
./data/frame117.jpg,-0.25
./data/frame118.jpg,-0.25
./data/frame119.jpg,-0.25
./data/frame120.jpg,-0.25
./data/frame121.jpg,-0.25
./data/frame122.jpg,-0.25
./data/frame123.jpg,-0.25
